"popularity_score","title","artist","year","decade","original_vocal","categories","Social_singing","artist_review_flag","cleanup_notes"
"49","Jersey Giant","Elle King","2022","2020s","Female","Country, Alt-Country, Rock, Indie Rock, Pop","","",""
"49","More Than Words","Extreme","1991","90s","","Hard Rock, Pop Rock, Alternative Metal, Funk Rock, Glam Metal","","",""
"49","Ain't No Mountain High Enough Terrell","Marvin Gaye & Tammi","","","","","","",""
"49","Back to Good","Matchbox Twenty","1999","90s","","Rock, Alternative Rock, Pop Rock, Post-Grunge","","",""
"49","Bless the Broken Road","Rascal Flatts","2004","2000s","","Country, Modern Country, Country Pop, Rock, Pop","","",""
"49","That Don't Impress Me Much","Shania Twain","1997","90s","Female","Country, Contemporary Country, Pop Rock, Adult Contemporary, Country Rock","","",""
"49","Lady","Styx","1973","70s","","Rock, Hard Rock, Classic Rock, Pop, Metal","","",""
"49","Flip Flop Fly","The Blues Brothers","","","","","","",""
"49","I Don't Want to Set the World on Fire","The Ink Spots","1981","80s","","Blues, Jazz","","",""
"49","Scotch & Soda","The Kingston Trio","1962","60s","","Pop, Folk, Folk Pop","","",""
"49","Paint Me a Birmingham","Tracy Lawrence","2003","2000s","Male","Country, Contemporary Country","","",""
"49","Sun to Me","Zach Bryan","2022","2020s","Male","Blues","","",""
"48","It's Still Rock & Roll to Me","Billy Joel","1980","80s","Male","Rock, Pop Rock, Classic Rock, Pop, Singer-Songwriter","","",""
"48","You May Be Right","Billy Joel","1980","80s","Male","Rock, Pop Rock, Classic Rock, Pop, Singer-Songwriter","","",""
"48","Bubbly","Colbie Caillat","2007","2000s","Female","Pop, Folk Pop","","",""
"48","Motorcycle","Colter Wall","2017","2010s","Male","Country","","",""
"48","Radar Love","Golden Earring","1977","70s","","Rock, Hard Rock, Pop Rock, New Wave, Progressive Rock","","",""
"48","Royals","Lorde","2012","2010s","Female","Rock, Pop, Indie Pop, Electropop, Hip-Hop","","",""
"48","The Spins","Mac Miller","2010","2010s","Male","Hip-Hop","","",""
"48","Shadows of the Night","Pat Benatar","1982","80s","Female","Rock, Hard Rock, Pop Rock, Classic Rock, Pop","","",""
"48","The Night the Lights Went Out in Georgia","Reba McEntire","2025","2020s","Female","Country","","",""
"48","Snuff","Slipknot","2008","2000s","","Rock, Alternative Rock, Alternative Metal, Heavy Metal, Metal","","",""
"48","Adult 1-13-2002","Summer Nights","","","","","","",""
"48","Take Me Down","The Pretty Reckless","2016","2010s","","Rock, Hard Rock","","",""
"48","Indian Outlaw","Tim McGraw","1994","90s","Male","Country, Contemporary Country, Country Pop, Adult Contemporary","","",""
"48","Who's Your Daddy","Toby Keith","2002","2000s","Male","Country, Contemporary Country, Modern Country, Rock, Bluegrass","","",""
"48","Country Squire","Tyler Childers","2019","2010s","Male","Country, Alt-Country, Americana","","",""
"48","Aa","Walker Hayes","2021","2020s","Male","Country, Contemporary Country, Country Pop","","",""
"48","I Remember Everything","Zach Bryan","2023","2020s","Mixed","Alternative Rock, Pop","","",""
"47","Uninvited","Alanis Morissette","1998","90s","Female","Rock, Alternative Rock, Pop Rock, Singer-Songwriter","","",""
"47","Warning","Incubus","2001","2000s","","Rock, Alternative Rock, Alternative Metal, Heavy Metal, Nu Metal","","",""
"47","Who Wouldn't Wanna Be Me","Keith Urban","2002","2000s","Male","Country, Contemporary Country, Rock, Bluegrass, Country Rock","","",""
"47","Somethin' 'Bout a Truck","Kip Moore","2011","2010s","Male","Country, Contemporary Country","","",""
"47","Long Jacket Short Skirt","Cake","","","","","","",""
"47","I Try","Macy Gray","1999","90s","Female","Pop, Hip-Hop, R&B, Contemporary R&B, Soul","","",""
"47","Turn the Page","Metallica","1998","90s","","Rock, Hard Rock, Blues, Heavy Metal, Metal","","",""
"47","Tearin' Up My Heart","NSYNC","1997","90s","","Pop, Teen Pop, Boy Band, Dance, Electronic","Group Song","",""
"47","Hopelessly Devoted to You","Olivia Newton-John","1978","70s","Female","Rock, Pop Rock, Pop, Country Rock","","",""
"47","Give It Away","Red Hot Chili Peppers","1991","90s","","Rock, Alternative Rock, Pop Rock, Funk, Funk Rock","","",""
"47","Whipping Post","The Allman Brothers Band","1989","80s","","Rock, Southern Rock","","",""
"47","Sweet Transvestite","The Rocky Horror Picture Show","1975","70s","Male","","","",""
"47","Semi-Charmed Life","Third Eye Blind","1994","90s","","Alternative Rock, Pop Rock, Post-Grunge","","",""
"47","Billionaire","Travie McCoy","2010","2010s","Male","Pop, Hip-Hop, Pop Rap","","",""
"47","Pour Me","Trick Pony","2000","2000s","","Country","","",""
"47","Careless Whisper","Wham","1991","90s","","Pop, Dance-Pop, Synth-Pop","","",""
"46","Take My Breath Away","Berlin","1986","80s","","Rock, Pop Rock, Pop, Singer-Songwriter, Adult Contemporary","","",""
"46","Movin' Out (Anthony's Song)","Billy Joel","1977","70s","Male","Rock, Pop Rock, Classic Rock, Pop, Singer-Songwriter","","",""
"46","The Wizard","Black Sabbath","1970","70s","","Rock, Hard Rock, Classic Rock, Blues Rock, Heavy Metal","","",""
"46","Here's to Us","Halestorm","2012","2010s","","Rock, Alternative Rock, Hard Rock, Heavy Metal, Metal","","",""
"46","Great Balls of Fire","Jerry Lee Lewis","1987","80s","Male","Country, Rock, Singer-Songwriter, Blues, Rock and Roll","","",""
"46","All Along the Watchtower","Jimi Hendrix","1971","70s","Male","Rock, Hard Rock, Classic Rock, Blues Rock, Psychedelic Rock","","",""
"46","All Summer Long","Kid Rock","2007","2000s","Male","Country, Rock, Hard Rock, Pop Rock, Classic Rock","","",""
"46","Kiss Me Deadly","Lita Ford","1988","80s","Female","Rock, Hard Rock, Heavy Metal, Metal","","",""
"46","These Boots Were Made for Walking","Nancy Sinatra","","","","","","",""
"46","These Days","Rascal Flatts","2002","2000s","","Country, Contemporary Country, Modern Country, Country Pop, Rock","","",""
"46","Love Her Madly","The Doors","1971","70s","","Blues Rock","","",""
"46","The Freshmen","The Verve Pipe","1992","90s","","Rock, Alternative Rock, Grunge","","",""
"46","Courtesy of the Red White","Toby Keith & Blue","","","","","","",""
"46","Regulate","Warren G & Nate Dogg","","","","","","",""
"45","Some Beach","Blake Shelton","2004","2000s","Male","Country, Contemporary Country, Modern Country, Pop","","",""
"45","Blaze of Glory","Bon Jovi","1992","90s","","Rock, Hard Rock, Pop Rock, Classic Rock, Glam Metal","","",""
"45","Surrender","Cheap Trick","1978","70s","","Rock, Pop Rock, Classic Rock","","",""
"45","Viva La Vida","Coldplay","2008","2000s","","Rock, Alternative Rock, Pop Rock, Indie Rock, Pop","","",""
"45","Love the Way You Lie","Eminem Ftg Rihanna","","","","","","",""
"45","On the Dark Side Brown Band","John Cafferty & the Beaver","","","","","","",""
"45","La Cigarra","Linda Ronstadt","1987","80s","Female","Latin","","",""
"45","Ready to Run","The Chicks","","","","","","",""
"45","Brass in Pocket","The Pretenders","2004","2000s","","Rock, Hard Rock, Pop Rock, Pop, New Wave","","",""
"44","All I Ask","Adele","2015","2010s","Female","Pop, Indie Pop, Folk, Blues","","",""
"44","Mr. Jones","Counting Crows","1991","90s","","Rock, Alternative Rock, Pop Rock, Indie Rock, Americana","","",""
"44","I'm Still Standing","Elton John","1984","80s","Male","Rock, Pop Rock, Classic Rock, Pop, Singer-Songwriter","","",""
"44","Sold","John Michael Montgomery","","","","","","",""
"44","Blowin Smoke","Kacey Musgraves","2013","2010s","Female","Country, Contemporary Country, Country Rock","","",""
"44","Okie from Muskogee","Merle Haggard","1970","70s","Male","Country, Singer-Songwriter","","",""
"44","Black Hole Sun","Soundgarden","1994","90s","","Alternative Rock, Hard Rock, Alternative Metal, Grunge, Psychedelic Rock","","",""
"44","It Hurt So Bad","Susan Tedeschi","1998","90s","Female","Rock, Blues, Blues Rock","","",""
"44","If I Die Young","The Band Perry","2010","2010s","","Country, Contemporary Country, Modern Country, Country Pop","","",""
"44","Keep Your Hands to Yourself","The Georgia Satellites","1986","80s","","Hard Rock, Southern Rock","","",""
"44","It's Your Love","Tim McGraw & Faith Hill","","","","","Duets","",""
"44","I Wanna Dance with Somebody","Whitney Houston","1987","80s","Female","Pop, Dance-Pop, R&B, Contemporary R&B, Soul","","",""
"43","You Shook Me All Night Long","AC/DC","1980","80s","","Rock, Hard Rock, Classic Rock","","",""
"43","Me & Mrs. Jones","Billy Paul","1987","80s","Male","Pop, Soul","","",""
"43","Proud Mary","Creedence Clearwater Revival","1978","70s","","Rock, Classic Rock, Blues Rock, Country Rock, Folk Rock","","",""
"43","Sick & Tired","Cross Canadian Ragweed","2004","2000s","","Country, Rock, Folk","","",""
"43","Baby Blue","George Strait","1988","80s","Male","Country, Contemporary Country","","",""
"43","Slide","Goo Goo Dolls","1998","90s","","Rock, Alternative Rock, Pop, Post-Grunge","","",""
"43","Brain Stew","Green Day","1995","90s","","Rock, Alternative Rock, Punk, Punk Rock","","",""
"43","Don't Close Your Eyes","Keith Whitley","1988","80s","Male","Country, Modern Country","","",""
"43","Break Stuff","Limp Bizkit","1999","90s","","Rock, Hip-Hop, Alternative Metal, Heavy Metal, Metal","","",""
"43","Coal Miner's Daughter","Loretta Lynn","1970","70s","Female","Country","","",""
"43","California Dreamin'","Mamas & the the Papas","","","","","","",""
"43","Famous in a Small Town","Miranda Lambert","2007","2000s","Female","Country, Contemporary Country, Alt-Country, Rock, Country Rock","","",""
"43","Somethin' Bad","Miranda Lambert","","","","","","",""
"43","Wish You Were Here","Pink Floyd","1988","80s","","Rock, Classic Rock, Blues Rock, Progressive Rock, Psychedelic Rock","","",""
"43","Gold on the Ceiling","The Black Keys","2011","2010s","","Rock, Alternative Rock, Indie Rock, Indie Pop, Blues","","",""
"43","Linger","The Cranberries","1994","90s","","Rock, Alternative Rock, Pop, Folk","","",""
"43","Life in the Fast Lane","The Eagles","","","","","","",""
"43","Cheap Sunglasses","ZZ Top","1979","70s","","Rock, Hard Rock, Classic Rock, Blues Rock, Southern Rock","","",""
"42","Kiss This","Aaron Tippin","2000","2000s","Male","Country, Contemporary Country, Modern Country","","",""
"42","Hell and You","Amigo the Devil","2015","2010s","Male","Folk, Folk Rock","","",""
"42","I Am the Highway","Audioslave","2002","2000s","","Rock, Alternative Rock, Hard Rock, Pop Rock, Alternative Metal","","",""
"42","What You Won't Do for Love","Bobby Caldwell","1978","70s","Male","R&B, Soul, Disco, Funk, Jazz","","",""
"42","Grenade","Bruno Mars","2010","2010s","Male","Pop Rock, Pop, Pop Rap, R&B, Contemporary R&B","","",""
"42","Perfect","Ed Sheeran","2017","2010s","Male","Rock, Pop Rock, Pop, Indie Pop, R&B","","",""
"42","Since U Been Gone","Kelly Clarkson","2003","2000s","Female","Alternative Rock, Pop Rock, Pop, Teen Pop, Adult Contemporary","","",""
"42","Never Ending Story","Limahl","1984","80s","Male","Rock, Pop, Electronic, New Wave, Synth-Pop","","",""
"42","(1) I Put a Spell on You","Nina Simone","","","","","","",""
"42","Every Rose Has It's Thorn","Poison","1991","90s","","Rock, Hard Rock, Classic Rock, Glam Metal, Heavy Metal","","",""
"42","Forever & Ever Amen","Randy Travis","1987","80s","Male","Country, Contemporary Country","","",""
"42","Dani California","Red Hot Chili Peppers","2006","2000s","","Rock, Alternative Rock, Pop Rock, Indie Rock, Pop","","",""
"42","Snow (Hey Oh)","Red Hot Chili Peppers","2006","2000s","","Rock, Alternative Rock, Hard Rock, Pop Rock, Indie Rock","","",""
"42","IM Not the Only One","Sam Smith","","","","","","",""
"42","A Symptom of Being Human","Shinedown","2022","2020s","","Pop","","",""
"42","Something Like That","Tim McGraw","1999","90s","Male","Country, Contemporary Country, Country Pop, Adult Contemporary","","",""
"42","Lost Prayer","Zakk Wylde","2016","2010s","Male","Rock","","",""
"41","Let's Stay Together","Al Green","1975","70s","Male","Soul, Gospel","","",""
"41","The Lazy Song","Bruno Mars","2010","2010s","Male","Pop, Hip-Hop, Pop Rap, R&B, Contemporary R&B","","",""
"41","Easy","Faith No More","1990","90s","","Alternative Rock, Alternative Metal, Metal","","",""
"41","Callin' Baton Rouge","Garth Brooks","1993","90s","Male","Country, Contemporary Country, Country Pop","","",""
"41","Cat's in the Cradle","Harry Chapin","1974","70s","Male","Rock, Classic Rock, Pop, Folk, Singer-Songwriter","","",""
"41","Foolish Games","Jewel","1994","90s","Female","Rock, Alternative Rock, Pop Rock, Pop, Folk","","",""
"41","Angel of the Morning","Juice Newton","1981","80s","Female","Country, Country Pop, Alt-Country, Pop Rock, Pop","","",""
"41","Can't Fight the Moonlight","LeAnn Rimes","2000","2000s","Female","Country, Contemporary Country, Modern Country, Country Pop, Rock","","",""
"41","I Can't","Sammy Hagar","","","","","","",""
"41","Chandelier","Sia","2014","2010s","Female","Indie Rock, Pop, Indie Pop, Electropop, Contemporary R&B","","",""
"41","Elvira","The Oak Ridge Boys","1981","80s","","Country, Pop","","",""
"41","Never Been to Spain","Three Dog Night","1971","70s","","Rock, Classic Rock, Pop, Soft Rock, Southern Rock","","",""
"40","Remember When","Alan Jackson","2003","2000s","Male","Country, Contemporary Country","","",""
"40","Dear Rodeo (Duet) McEntire","Cody Johnson & Reba","","","","","","",""
"40","If That Ain't Country","David Allan Coe","1977","70s","Male","Country","","",""
"40","Big Girls Don't Cry","Fergie","2006","2000s","Female","Pop, Hip-Hop, R&B, Contemporary R&B, Adult Contemporary","","",""
"40","Right Where I Need to Be","Gary Allan","1999","90s","Male","Country, Contemporary Country, Modern Country, Alt-Country","","",""
"40","Tough Little Boys","Gary Allan","2001","2000s","Male","Country, Contemporary Country, Country Rock","","",""
"40","Tennessee Whiskey","George Jones","1983","80s","Male","Country","","",""
"40","Pony","Ginuwine","1997","90s","Male","R&B, Contemporary R&B, Soul","","",""
"40","Islands in the Stream Parton","Kenny Rogers & Dolly","","","","","","",""
"40","Omerta","Lamb of God","2004","2000s","","Rock, Alternative Metal, Heavy Metal, Metal, Metalcore","","",""
"40","La Bamba","Los Lobos","1987","80s","","Rock, Pop Rock, Pop, Latin, Latin Pop","","",""
"40","Dream a Little Dream of Me","Mamas & Papas","","","","","","",""
"40","Wrecking Ball","Miley Cyrus","2013","2010s","","Pop Rock, Pop, Dance-Pop, Hip-Hop, Pop Rap","","",""
"40","Torn","Natalie Imbruglia","1997","90s","Female","Rock, Pop Rock, Pop, Soft Rock","","",""
"40","Whisper My Name","Randy Travis","1990","90s","Male","Country, Contemporary Country","","",""
"40","Jessie's Girl","Rick Springfield","1980","80s","Male","Rock, Hard Rock, Pop Rock, Classic Rock, Pop","","",""
"40","Maggie May","Rod Stewart","1977","70s","Male","Rock, Pop Rock, Pop, Adult Contemporary, Blues Rock","","",""
"40","Kiss Me","Sixpence None the Richer","1998","90s","","Rock, Pop Rock, Pop, Indie Pop, Christian Rock","","",""
"40","Psycho Killer","Talking Heads","1977","70s","","New Wave","","",""
"40","Dirty Old Town","The Dubliners","1973","70s","","Folk","","",""
"40","Ballroom Blitz","The Sweet","1987","80s","","Rock, Hard Rock, Classic Rock, Pop, Glam Rock","","",""
"40","Oklahoma Smokeshow","Zach Bryan","2022","2020s","Male","Country, Alt-Country, Americana","","",""
"39","If You're Gonna Play in Texas","Alabama","1988","80s","","Country, Contemporary Country, Country Pop, Adult Contemporary, Country Rock","","",""
"39","Barbie Girl","Aqua","1997","90s","","Pop, Dance-Pop, Dance, Electronic, House","","",""
"39","Sk8er Boi","Avril Lavigne","2002","2000s","Female","Rock, Alternative Rock, Pop Rock, Pop, Teen Pop","","",""
"39","New York State of Mind","Billy Joel","1977","70s","Male","Rock, Pop Rock, Classic Rock, Pop, Singer-Songwriter","","",""
"39","What Kinda Gone","Chris Cagle","2007","2000s","Male","Country, Modern Country, Country Pop","","",""
"39","Riding with Private Malone","David Ball","2001","2000s","Male","Country, Contemporary Country","","",""
"39","Can't Help Falling in Love","Elvis","1980","80s","Male","Country, Rock, Pop Rock, Pop, R&B","","",""
"39","I Think I'm Paranoid","Garbage","1998","90s","","Alternative Rock, Pop Rock","","",""
"39","The Beaches of Cheyenne","Garth Brooks","1995","90s","Male","Country, Contemporary Country","","",""
"39","Darkness Love","I Believe in a Thing Called","","","","","","",""
"39","Baby It's Cold Outside","Idina Menzel","2014","2010s","Mixed","Pop","","",""
"39","Red House","Jimi Hendrix","1973","70s","Male","Rock, Classic Rock, Blues, Blues Rock, Psychedelic Rock","","",""
